-0.046957,-0.103278,-0.205892,0.667971
-0.068676,-0.210168,0.125472,0.021544
-0.081221,-0.378097,0.339640,0.047140
0.090894,0.256186,-0.148745,0.114318
0.011665,0.090719,0.131324,-0.131627
0.042731,0.002442,-0.040614,0.140088
0.008157,-0.045440,-0.118287,0.385733
-0.142963,-0.138122,-0.039636,0.340612
-0.214658,0.053214,-0.208945,-0.001439
-0.017939,0.329140,-0.084699,-0.266582
0.059059,0.284173,-0.047800,-0.100361
-0.118617,-0.115512,0.090416,-0.109405
0.077334,0.057281,-0.027223,0.163842
0.004296,0.155196,0.106933,-0.200393
-0.067077,-0.095188,0.164286,-0.107343
-0.195345,-0.273401,0.127429,-0.041738
-0.011829,0.176662,0.001928,-0.184690
0.104080,0.013618,0.167487,-0.024814
0.107067,0.207297,-0.050242,-0.016910
-0.113079,-0.203614,0.102726,0.070978
0.113176,0.398979,0.031044,-0.241749
0.126641,0.247813,-0.049321,0.020755
0.284983,0.285601,0.021824,0.043747
0.022224,-0.067541,0.014494,0.169895
0.176040,0.089502,-0.019155,0.186440
-0.144797,0.047471,-0.213654,0.114174
-0.046104,0.066856,-0.101669,0.099408
0.023662,0.030445,-0.196928,0.323029
-0.039257,0.032726,0.113218,-0.118497
0.196518,-0.013662,0.206679,0.192709
-0.210125,-0.204122,0.032247,0.011216
0.173674,0.421138,-0.011011,-0.153583
0.150986,-0.129298,0.326843,0.122714
-0.119386,0.191554,-0.219240,-0.091209
-0.080608,-0.006759,0.004094,-0.020925
0.148588,0.152097,0.123124,-0.054777
-0.084020,-0.020414,-0.061037,0.033042
0.128644,-0.084302,0.238001,0.078085
-0.188586,0.058114,-0.077096,-0.184174
-0.278190,-0.108425,-0.049501,-0.180894
-0.260008,-0.227408,0.190818,-0.211874
0.126707,0.159441,-0.052559,0.118475
-0.097034,0.281307,-0.101849,-0.264588
-0.014470,-0.073510,0.232830,-0.131440
0.118527,-0.258628,0.414268,0.034303
-0.035828,-0.071769,-0.037633,0.125038
0.102953,0.062290,-0.050507,0.217458
-0.128341,-0.159645,-0.136930,0.321410
0.029854,-0.063630,0.219370,-0.069118
-0.002354,0.039262,-0.196144,0.200087
0.029365,0.028825,0.005001,0.075194
0.217609,-0.048204,0.123689,0.325865
-0.024940,0.085139,0.133280,-0.238959
-0.109764,0.251350,-0.164180,-0.221190
0.088371,-0.054509,0.109614,0.129625
-0.048020,0.032358,-0.014920,0.002833
-0.204843,0.178907,-0.136327,-0.016128
-0.219387,-0.047047,-0.110545,-0.025611
-0.065870,-0.398436,0.410245,-0.006300
0.044740,-0.127468,0.138445,0.235552
0.038258,0.147959,-0.256426,0.204661
-0.225473,-0.068530,-0.103857,-0.057705
-0.022674,0.013709,0.171359,-0.143267
-0.473858,-0.228726,0.047084,-0.183455
0.044254,0.009360,0.329953,0.127269
