-0.535462,-0.163519,2.552488,-0.078705
-0.209568,0.104372,-0.872450,0.017050
0.067238,0.117029,0.076162,0.012349
-0.010459,-0.103446,-0.036307,-0.069803
0.351563,-0.017629,0.493193,-0.036569
-0.188212,0.327097,0.344201,0.288356
0.438613,-0.561291,0.400816,-0.514475
-0.827209,-0.145675,0.527188,-0.247779
0.186192,0.365443,-0.537768,0.167541
0.243125,-0.149516,-0.083775,-0.149850
0.127846,-0.141821,-0.157880,-0.151267
-0.237550,0.020811,-0.085060,0.014380
-0.034502,-0.005516,-0.607648,-0.082648
-0.139523,-0.133767,-0.124941,-0.127376
0.024558,0.182811,-0.601699,0.097899
0.095173,0.583217,-0.102876,0.379112
-0.198769,-0.449993,-0.072618,-0.355508
0.101358,0.044672,0.061214,0.022082
-0.372166,-0.007689,-0.314754,0.023086
0.184838,-0.054804,0.327592,-0.056551
0.081151,0.085268,-0.085454,0.043273
0.109241,0.141666,0.186654,0.115009
0.024776,0.061861,0.316454,0.066142
0.013942,0.453141,0.178119,0.348054
-0.002787,-0.032343,-0.380358,-0.071931
0.255421,0.103272,0.104972,0.005336
0.007604,0.008988,-0.152525,-0.027852
0.034877,0.049399,0.066727,0.026944
-0.166014,-0.079853,-0.115072,-0.050672
0.292005,-0.069402,0.113127,-0.097616
-0.052686,0.199757,-0.152065,0.126829
-0.074983,-0.161596,-0.063067,-0.153093
-0.095445,0.036868,0.581592,0.104187
-0.059082,0.077652,0.075309,0.080842
0.167473,-0.132956,-0.283030,-0.172385
0.035100,-0.078343,0.191863,-0.049399
0.097294,0.101292,-0.055294,0.046950
-0.005551,0.036814,-0.192396,-0.003920
0.191889,-0.164683,0.198228,-0.134941
-0.034982,-0.551699,0.148409,-0.426108
0.082171,-0.342868,-0.343264,-0.338895
-0.059569,-0.221632,-0.324313,-0.205287
0.201726,0.179757,0.385954,0.123751
-0.134532,-0.008177,0.008362,0.025351
0.172214,-0.040211,-0.088796,-0.081338
0.112901,-0.073158,-0.158344,-0.119415
0.088060,-0.079409,-0.052704,-0.099323
-0.329493,0.632373,-0.258928,0.450906
0.272941,0.376401,1.071158,0.350162
0.125888,0.126763,-0.521946,0.030614
0.142279,-0.075336,-0.079168,-0.106730
0.157076,0.109255,-0.292313,0.020612
-0.124623,-0.076347,0.315404,-0.009717
0.049764,0.030259,-0.006969,0.003240
0.164622,0.145125,-0.135333,0.077067
0.641165,-0.039636,-0.313859,-0.153437
-0.938148,0.008055,1.227412,-0.055499
-0.136779,-0.151228,-0.200326,-0.112206
-0.240464,0.093948,0.118027,0.071845
0.057188,-0.064891,0.048917,-0.099445
-0.320076,-0.113552,-0.672356,-0.136253
0.035200,0.113498,-0.018361,0.034049
0.708248,-0.092461,-0.136887,-0.190253
-3.703499,-0.131635,0.326724,0.239689
0.137151,0.954258,0.221610,0.684876
